player,sport_name,sport_id,market,line,side,american_price,decimal_price,payout_multiplier,selection_header,selection_subheader,updated_at
s1n,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,s1n,Higher 16.0 headshots on maps 1+2,2025-08-31T21:45:04Z
s1n,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,s1n,Lower 16.0 headshots on maps 1+2,2025-08-31T21:45:04Z
Cryptic,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Cryptic,Higher 27.5 kills on maps 1+2,2025-08-31T14:00:13Z
Cryptic,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Cryptic,Lower 27.5 kills on maps 1+2,2025-08-31T14:00:13Z
Cryptic,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Cryptic,Higher 15.5 headshots on maps 1+2,2025-08-31T20:27:27Z
Cryptic,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Cryptic,Lower 15.5 headshots on maps 1+2,2025-08-31T20:27:27Z
SeabraEZ,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, SeabraEZ,Higher 28.5 kills on maps 1+2,2025-08-31T14:00:13Z
SeabraEZ,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, SeabraEZ,Lower 28.5 kills on maps 1+2,2025-08-31T14:00:13Z
SeabraEZ,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, SeabraEZ,Higher 14.5 headshots on maps 1+2,2025-08-31T14:00:13Z
SeabraEZ,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, SeabraEZ,Lower 14.5 headshots on maps 1+2,2025-08-31T14:00:13Z
CLASIA,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, CLASIA,Higher 27.5 kills on maps 1+2,2025-08-31T14:00:13Z
CLASIA,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, CLASIA,Lower 27.5 kills on maps 1+2,2025-08-31T14:00:13Z
CLASIA,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, CLASIA,Higher 14.5 headshots on maps 1+2,2025-08-31T14:00:13Z
CLASIA,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, CLASIA,Lower 14.5 headshots on maps 1+2,2025-08-31T14:00:13Z
fnl,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, fnl,Higher 29.5 kills on maps 1+2,2025-08-31T14:00:13Z
fnl,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, fnl,Lower 29.5 kills on maps 1+2,2025-08-31T14:00:13Z
fnl,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, fnl,Higher 15.5 headshots on maps 1+2,2025-08-31T14:00:13Z
fnl,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, fnl,Lower 15.5 headshots on maps 1+2,2025-08-31T14:00:13Z
Chop,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Chop,Higher 27.5 kills on maps 1+2,2025-08-31T14:00:13Z
Chop,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Chop,Lower 27.5 kills on maps 1+2,2025-08-31T14:00:13Z
Chop,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Chop,Higher 15.5 headshots on maps 1+2,2025-08-31T14:00:13Z
Chop,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Chop,Lower 15.5 headshots on maps 1+2,2025-08-31T14:00:13Z
tucks,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,tucks,Higher 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
tucks,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,tucks,Lower 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
tucks,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,tucks,Higher 13.0 headshots on maps 1+2,2025-08-31T21:45:04Z
tucks,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,tucks,Lower 13.0 headshots on maps 1+2,2025-08-31T21:45:04Z
Walco,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Walco,Higher 27.5 kills on maps 1+2,2025-08-31T14:00:13Z
Walco,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Walco,Lower 27.5 kills on maps 1+2,2025-08-31T14:00:13Z
Walco,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Walco,Higher 15.5 headshots on maps 1+2,2025-08-31T14:00:13Z
Walco,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Walco,Lower 15.5 headshots on maps 1+2,2025-08-31T14:00:13Z
viz,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,viz,Higher 29.5 kills on maps 1+2,2025-08-31T14:00:13Z
viz,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,viz,Lower 29.5 kills on maps 1+2,2025-08-31T14:00:13Z
viz,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,viz,Higher 16.5 headshots on maps 1+2,2025-08-31T20:27:11Z
viz,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,viz,Lower 16.5 headshots on maps 1+2,2025-08-31T20:27:11Z
rikon,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,rikon,Higher 29.5 kills on maps 1+2,2025-08-31T21:45:04Z
rikon,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,rikon,Lower 29.5 kills on maps 1+2,2025-08-31T21:45:04Z
rikon,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,rikon,Higher 17.5 headshots on maps 1+2,2025-08-31T21:45:04Z
rikon,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,rikon,Lower 17.5 headshots on maps 1+2,2025-08-31T21:45:04Z
Something,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Something,Higher 26.5 kills on maps 1+2,2025-08-31T21:45:04Z
Something,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Something,Lower 26.5 kills on maps 1+2,2025-08-31T21:45:04Z
Something,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Something,Higher 15.5 headshots on maps 1+2,2025-08-31T21:45:04Z
Something,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Something,Lower 15.5 headshots on maps 1+2,2025-08-31T21:45:04Z
kashl1d,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,kashl1d,Higher 31.5 kills on maps 1+2,2025-08-31T21:45:04Z
kashl1d,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,kashl1d,Lower 31.5 kills on maps 1+2,2025-08-31T21:45:04Z
kashl1d,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,kashl1d,Higher 10.5 headshots on maps 1+2,2025-08-31T21:45:04Z
kashl1d,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,kashl1d,Lower 10.5 headshots on maps 1+2,2025-08-31T21:45:04Z
P3R3IIRA,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, P3R3IIRA,Higher 29.5 kills on maps 1+2,2025-08-31T14:00:13Z
P3R3IIRA,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, P3R3IIRA,Lower 29.5 kills on maps 1+2,2025-08-31T14:00:13Z
P3R3IIRA,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, P3R3IIRA,Higher 14.5 headshots on maps 1+2,2025-08-31T14:00:13Z
P3R3IIRA,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, P3R3IIRA,Lower 14.5 headshots on maps 1+2,2025-08-31T14:00:13Z
relaxxie,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,relaxxie,Higher 29.5 kills on maps 1+2,2025-08-31T21:45:04Z
relaxxie,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,relaxxie,Lower 29.5 kills on maps 1+2,2025-08-31T21:45:04Z
relaxxie,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,relaxxie,Higher 15.0 headshots on maps 1+2,2025-08-31T21:45:04Z
relaxxie,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,relaxxie,Lower 15.0 headshots on maps 1+2,2025-08-31T21:45:04Z
St0m4k,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,St0m4k,Higher 29.5 kills on maps 1+2,2025-08-31T14:00:13Z
St0m4k,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,St0m4k,Lower 29.5 kills on maps 1+2,2025-08-31T14:00:13Z
St0m4k,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,St0m4k,Higher 15.0 headshots on maps 1+2,2025-08-31T14:00:13Z
St0m4k,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,St0m4k,Lower 15.0 headshots on maps 1+2,2025-08-31T14:00:13Z
anber,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,anber,Higher 30.5 kills on maps 1+2,2025-08-31T14:00:13Z
anber,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,anber,Lower 30.5 kills on maps 1+2,2025-08-31T14:00:13Z
anber,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,anber,Higher 17.5 headshots on maps 1+2,2025-08-31T14:00:13Z
anber,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,anber,Lower 17.5 headshots on maps 1+2,2025-08-31T14:00:13Z
qw1nk1,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, qw1nk1,Higher 28.5 kills on maps 1+2,2025-08-31T21:45:04Z
qw1nk1,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, qw1nk1,Lower 28.5 kills on maps 1+2,2025-08-31T21:45:04Z
qw1nk1,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, qw1nk1,Higher 17.5 headshots on maps 1+2,2025-08-31T21:45:04Z
qw1nk1,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, qw1nk1,Lower 17.5 headshots on maps 1+2,2025-08-31T21:45:04Z
Dengzoe,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Dengzoe,Higher 24.5 kills on maps 1+2,2025-08-31T14:00:13Z
Dengzoe,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Dengzoe,Lower 24.5 kills on maps 1+2,2025-08-31T14:00:13Z
Dengzoe,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Dengzoe,Higher 10.5 headshots on maps 1+2,2025-08-31T14:00:13Z
Dengzoe,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Dengzoe,Lower 10.5 headshots on maps 1+2,2025-08-31T14:00:13Z
z1k4,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, z1k4,Higher 28.5 kills on maps 1+2,2025-08-31T21:45:04Z
z1k4,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, z1k4,Lower 28.5 kills on maps 1+2,2025-08-31T21:45:04Z
z1k4,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, z1k4,Higher 10.0 headshots on maps 1+2,2025-08-31T21:45:04Z
z1k4,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, z1k4,Lower 10.0 headshots on maps 1+2,2025-08-31T21:45:04Z
flouzer,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,flouzer,Higher 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
flouzer,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,flouzer,Lower 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
flouzer,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,flouzer,Higher 14.5 headshots on maps 1+2,2025-08-31T21:45:04Z
flouzer,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,flouzer,Lower 14.5 headshots on maps 1+2,2025-08-31T21:45:04Z
zune,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, zune,Higher 30.5 kills on maps 1+2,2025-08-31T21:45:04Z
zune,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, zune,Lower 30.5 kills on maps 1+2,2025-08-31T21:45:04Z
zune,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, zune,Higher 14.0 headshots on maps 1+2,2025-08-31T21:45:04Z
zune,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, zune,Lower 14.0 headshots on maps 1+2,2025-08-31T21:45:04Z
JohnSm1th,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,JohnSm1th,Higher 31.5 kills on maps 1+2,2025-08-31T21:45:04Z
JohnSm1th,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,JohnSm1th,Lower 31.5 kills on maps 1+2,2025-08-31T21:45:04Z
JohnSm1th,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,JohnSm1th,Higher 17.5 headshots on maps 1+2,2025-08-31T21:45:04Z
JohnSm1th,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,JohnSm1th,Lower 17.5 headshots on maps 1+2,2025-08-31T21:45:04Z
swetsi,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, swetsi,Higher 31.5 kills on maps 1+2,2025-08-31T21:45:04Z
swetsi,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, swetsi,Lower 31.5 kills on maps 1+2,2025-08-31T21:45:04Z
swetsi,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, swetsi,Higher 9.5 headshots on maps 1+2,2025-08-31T21:45:04Z
swetsi,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, swetsi,Lower 9.5 headshots on maps 1+2,2025-08-31T21:45:04Z
X5G7V,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, X5G7V,Higher 26.5 kills on maps 1+2,2025-08-31T21:45:04Z
X5G7V,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, X5G7V,Lower 26.5 kills on maps 1+2,2025-08-31T21:45:04Z
X5G7V,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, X5G7V,Higher 11.5 headshots on maps 1+2,2025-08-31T21:45:04Z
X5G7V,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, X5G7V,Lower 11.5 headshots on maps 1+2,2025-08-31T21:45:04Z
TOAO,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, TOAO,Higher 26.5 kills on maps 1+2,2025-08-31T21:45:04Z
TOAO,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, TOAO,Lower 26.5 kills on maps 1+2,2025-08-31T21:45:04Z
TOAO,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, TOAO,Higher 13.0 headshots on maps 1+2,2025-08-31T21:45:04Z
TOAO,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, TOAO,Lower 13.0 headshots on maps 1+2,2025-08-31T21:45:04Z
DGL,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, DGL,Higher 32.5 kills on maps 1+2,2025-08-31T21:45:04Z
DGL,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, DGL,Lower 32.5 kills on maps 1+2,2025-08-31T21:45:04Z
DGL,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, DGL,Higher 11.5 headshots on maps 1+2,2025-08-31T21:45:04Z
DGL,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, DGL,Lower 11.5 headshots on maps 1+2,2025-08-31T21:45:04Z
Void,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Void,Higher 30.5 kills on maps 1+2,2025-08-31T21:45:04Z
Void,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Void,Lower 30.5 kills on maps 1+2,2025-08-31T21:45:04Z
Void,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Void,Higher 13.0 headshots on maps 1+2,2025-08-31T21:45:04Z
Void,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Void,Lower 13.0 headshots on maps 1+2,2025-08-31T21:45:04Z
Kobe,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Kobe,Higher 30.5 kills on maps 1+2,2025-08-31T21:45:04Z
Kobe,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Kobe,Lower 30.5 kills on maps 1+2,2025-08-31T21:45:04Z
Kobe,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Kobe,Higher 14.5 headshots on maps 1+2,2025-08-31T21:45:04Z
Kobe,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Kobe,Lower 14.5 headshots on maps 1+2,2025-08-31T21:45:04Z
slaxz-,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,slaxz-,Higher 30.5 kills on maps 1+2,2025-08-31T21:45:04Z
slaxz-,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,slaxz-,Lower 30.5 kills on maps 1+2,2025-08-31T21:45:04Z
slaxz-,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,slaxz-,Higher 10.5 headshots on maps 1+2,2025-08-31T21:45:04Z
slaxz-,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,slaxz-,Lower 10.5 headshots on maps 1+2,2025-08-31T21:45:04Z
senka,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,senka,Higher 26.5 kills on maps 1+2,2025-08-31T21:45:04Z
senka,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,senka,Lower 26.5 kills on maps 1+2,2025-08-31T21:45:04Z
senka,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,senka,Higher 13.0 headshots on maps 1+2,2025-08-31T21:45:04Z
senka,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,senka,Lower 13.0 headshots on maps 1+2,2025-08-31T21:45:04Z
kairo,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, kairo,Higher 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
kairo,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, kairo,Lower 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
kairo,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, kairo,Higher 15.0 headshots on maps 1+2,2025-08-31T21:45:04Z
kairo,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, kairo,Lower 15.0 headshots on maps 1+2,2025-08-31T21:45:04Z
